 0.010000 10.000000 4.722424e+00 9.994758e-03 1.001039e-01  
 0.110000 10.000000 4.720113e+00 1.093682e-01 1.010376e-01  
 0.210000 10.000000 4.709631e+00 2.077077e-01 1.017778e-01  
 0.310000 10.000000 4.690372e+00 3.050308e-01 1.023305e-01  
 0.410000 10.000000 4.663308e+00 4.013581e-01 1.027119e-01  
 0.510000 10.000000 4.629769e+00 4.967128e-01 1.029466e-01  
 0.610000 10.000000 4.591347e+00 5.911199e-01 1.030663e-01  
 0.710000 10.000000 4.549790e+00 6.846052e-01 1.031076e-01  
 0.810000 10.000000 4.506896e+00 7.771945e-01 1.031095e-01  
 0.910000 10.000000 4.464422e+00 8.689130e-01 1.031119e-01  
 1.010000 10.000000 4.424013e+00 9.597845e-01 1.031534e-01  
 1.110000 10.000000 4.387147e+00 1.049831e+00 1.032700e-01  
 1.210000 10.000000 4.355100e+00 1.139072e+00 1.034944e-01  
 1.310000 10.000000 4.328925e+00 1.227526e+00 1.038553e-01  
 1.410000 10.000000 4.309444e+00 1.315207e+00 1.043765e-01  
 1.510000 10.000000 4.297254e+00 1.402136e+00 1.050771e-01  
 1.610000 10.000000 4.292708e+00 1.488307e+00 1.059712e-01  
 1.710000 10.000000 4.295943e+00 1.573734e+00 1.070676e-01  
 1.810000 10.000000 4.306864e+00 1.658422e+00 1.083696e-01  
 1.910000 10.000000 4.325151e+00 1.742371e+00 1.098747e-01  
 2.010000 10.000000 4.350252e+00 1.825581e+00 1.115742e-01  
 2.110000 10.000000 4.381404e+00 1.908050e+00 1.134530e-01  
 2.210000 10.000000 4.417545e+00 1.989772e+00 1.154892e-01  
 2.310000 10.000000 4.457457e+00 2.070744e+00 1.176540e-01  
 2.410000 10.000000 4.499695e+00 2.150957e+00 1.199120e-01  
 2.510000 10.000000 4.542637e+00 2.230404e+00 1.222215e-01  
 2.610000 10.000000 4.584540e+00 2.309080e+00 1.245359e-01  
 2.710000 10.000000 4.623608e+00 2.386976e+00 1.268052e-01  
 2.810000 10.000000 4.658050e+00 2.464088e+00 1.289787e-01  
 2.910000 10.000000 4.686225e+00 2.540376e+00 1.310075e-01  
 3.010000 10.000000 4.706912e+00 2.615923e+00 1.328478e-01  
 3.110000 10.000000 4.718990e+00 2.690705e+00 1.344640e-01  
 3.210000 10.000000 4.721743e+00 2.764677e+00 1.358314e-01  
 3.310000 10.000000 4.715097e+00 2.837879e+00 1.369385e-01  
 3.410000 10.000000 4.699393e+00 2.910321e+00 1.377876e-01  
 3.510000 10.000000 4.675429e+00 2.982017e+00 1.383948e-01  
 3.610000 10.000000 4.644400e+00 3.052985e+00 1.387891e-01  
 3.710000 10.000000 4.607800e+00 3.123242e+00 1.390094e-01  
 3.810000 10.000000 4.567326e+00 3.192807e+00 1.391029e-01  
 3.910000 10.000000 4.524767e+00 3.261701e+00 1.391211e-01  
 4.010000 10.000000 4.481908e+00 3.329942e+00 1.391176e-01  
 4.110000 10.000000 4.440468e+00 3.397576e+00 1.391454e-01  
 4.210000 10.000000 4.401962e+00 3.464567e+00 1.392549e-01  
 4.310000 10.000000 4.367770e+00 3.530956e+00 1.394923e-01  
 4.410000 10.000000 4.339039e+00 3.596757e+00 1.398983e-01  
 4.510000 10.000000 4.316690e+00 3.661980e+00 1.405080e-01  
 4.610000 10.000000 4.301409e+00 3.726637e+00 1.413499e-01  
 4.710000 10.000000 4.293653e+00 3.790734e+00 1.424459e-01  
 4.810000 10.000000 4.293649e+00 3.854278e+00 1.438107e-01  
 4.910000 10.000000 4.301405e+00 3.917273e+00 1.454520e-01  
 5.010000 10.000000 4.316680e+00 3.979720e+00 1.473696e-01  
 5.110000 10.000000 4.339028e+00 4.041620e+00 1.495555e-01  
 5.210000 10.000000 4.367760e+00 4.102972e+00 1.519929e-01  
 5.310000 10.000000 4.401956e+00 4.163772e+00 1.546561e-01  
 5.410000 10.000000 4.440467e+00 4.224017e+00 1.575101e-01  
 5.510000 10.000000 4.481929e+00 4.283702e+00 1.605107e-01  
 5.610000 10.000000 4.524788e+00 4.342822e+00 1.636052e-01  
 5.710000 10.000000 4.567344e+00 4.401372e+00 1.667330e-01  
 5.810000 10.000000 4.607813e+00 4.459346e+00 1.698285e-01  
 5.910000 10.000000 4.644406e+00 4.516741e+00 1.728231e-01  
 6.010000 10.000000 4.675353e+00 4.573469e+00 1.756494e-01  
 6.110000 10.000000 4.699332e+00 4.629717e+00 1.782447e-01  
 6.210000 10.000000 4.715095e+00 4.685427e+00 1.805560e-01  
